timestamp,merchant_name,merchant_category,amount,is_recurring,user_balance_pre,label_category,label_urgency
2025-02-27 02:56:44,Ola,Travel,1705.14,True,7221.41,Yellow,Discretionary
2025-03-07 01:19:23,Youtube Premium,Subscriptions,436.62,False,6541.9,Yellow,Discretionary
2025-10-14 13:39:47,Uber,Travel,1901.32,False,17161.58,Yellow,Discretionary
2025-07-31 00:11:47,ICICI Home Loan,Mortgage,4409.33,True,17161.24,Red,Critical
2025-05-17 05:50:44,Ajio,Shopping,1876.29,False,8336.51,Yellow,Discretionary
2025-08-24 11:19:52,Electricity Board,Utilities,569.27,True,9923.93,Red,Critical
2025-02-05 08:22:41,AIIMS,Healthcare,990.15,False,19088.56,Orange,Necessary
2025-03-01 08:11:37,HDFC Bank,Financial,974.88,True,15928.18,Red,Critical
2025-06-10 13:38:32,Ajio,Shopping,1692.21,False,5665.8,Yellow,Discretionary
2025-08-12 00:33:59,Beardo,Personal_Care,971.02,False,18811.56,Yellow,Discretionary
2025-11-16 10:42:54,Myntra,Shopping,1073.57,False,9892.74,Yellow,Discretionary
2025-12-23 09:35:08,Lakme,Personal_Care,1314.06,False,16222.02,Yellow,Discretionary
2025-03-31 19:36:19,AIIMS,Healthcare,817.0,False,8152.74,Orange,Necessary
2025-10-24 19:41:20,DMart,Groceries,469.43,False,12097.79,Orange,Necessary
2025-03-28 21:05:18,Housing Loan Bank,Mortgage,4393.01,True,15091.94,Red,Critical
2025-04-26 06:09:01,Spotify,Subscriptions,2012.49,True,16527.34,Yellow,Discretionary
2025-08-22 13:56:40,Lakme,Personal_Care,962.12,True,14840.87,Yellow,Discretionary
2025-01-03 03:49:27,Electricity Board,Utilities,4279.86,True,11968.25,Red,Critical
2025-10-13 07:58:54,Ajio,Shopping,307.82,False,12966.98,Yellow,Discretionary
2025-10-14 19:20:48,Reliance Fresh,Groceries,898.86,False,11401.11,Orange,Necessary
2025-10-08 14:57:10,Khan Academy,Education,316.42,False,14564.92,Orange,Necessary
2025-09-24 15:40:15,SBI,Financial,812.31,True,9075.73,Red,Critical
2025-06-13 17:05:08,Uber,Travel,741.58,False,8209.29,Yellow,Discretionary
2025-08-01 13:21:34,DMart,Groceries,166.43,False,10842.15,Orange,Necessary
2025-10-27 22:01:54,Fortis,Healthcare,102.19,False,16302.13,Orange,Necessary
2025-08-03 17:47:47,Water Supply,Utilities,1468.31,False,5435.37,Red,Critical
2025-06-22 21:43:51,AIIMS,Healthcare,246.92,True,6914.42,Orange,Necessary
2025-11-15 17:01:58,AIIMS,Healthcare,550.45,False,14641.24,Orange,Necessary
2025-03-11 14:11:03,SBI,Financial,1955.21,False,10062.51,Red,Critical
2025-07-14 08:48:53,Indian Oil,Fuel,846.36,False,16235.36,Orange,Necessary
2025-01-27 11:14:41,Zomato,Dining,1657.5,True,7990.41,Yellow,Discretionary
2025-01-11 19:09:15,Indigo,Travel,1372.78,False,8269.47,Yellow,Discretionary
2025-12-25 08:49:23,Stationery Hub,Miscellaneous,1295.32,False,6717.99,Yellow,Discretionary
2025-03-25 09:06:37,Hotstar,Entertainment,1268.51,False,10629.6,Yellow,Discretionary
2025-04-12 02:37:44,Electricity Board,Utilities,3493.03,False,15263.89,Red,Critical
2025-03-03 18:50:02,Bus Service,Commuting,472.97,True,12589.41,Orange,Necessary
2025-06-24 00:54:26,BYJU,Education,476.66,True,18373.63,Orange,Necessary
2025-08-24 22:09:27,Stationery Hub,Miscellaneous,1099.53,False,14238.69,Yellow,Discretionary
2025-10-03 15:29:27,SBI,Financial,4619.3,False,6299.94,Red,Critical
2025-08-19 07:48:29,Fortis,Healthcare,134.66,False,7727.6,Orange,Necessary
2025-04-19 11:51:16,ICICI Home Loan,Mortgage,4640.95,True,9144.03,Red,Critical
2025-01-06 16:12:05,Gas Company,Utilities,2354.63,True,8604.86,Red,Critical
2025-09-01 20:45:31,BigBasket,Groceries,173.52,False,15376.81,Orange,Necessary
2025-06-06 21:37:23,Coursera,Education,569.22,True,16189.03,Orange,Necessary
2025-06-19 11:44:29,SBI,Financial,1507.55,False,7888.76,Red,Critical
2025-03-03 23:34:48,Bookstore,Miscellaneous,470.46,False,15868.78,Yellow,Discretionary
2025-09-26 19:18:06,Beardo,Personal_Care,461.95,False,5212.23,Yellow,Discretionary
2025-10-01 04:17:02,Medium,Subscriptions,674.71,True,14568.04,Yellow,Discretionary
2025-09-09 03:55:00,ICICI Lombard,Insurance,2569.65,True,19482.46,Red,Critical
2025-05-10 15:07:52,McDonalds,Dining,1024.45,False,15296.77,Yellow,Discretionary
2025-03-19 04:51:36,LIC,Insurance,4593.17,False,16466.65,Red,Critical
2025-11-07 19:50:39,Gas Company,Utilities,2392.4,True,9460.3,Red,Critical
2025-10-29 13:19:36,Medium,Subscriptions,1768.14,False,16441.06,Yellow,Discretionary
2025-11-17 06:16:42,Swiggy,Dining,523.12,False,7347.99,Yellow,Discretionary
2025-07-29 14:44:38,Khan Academy,Education,123.9,True,9240.78,Orange,Necessary
2025-08-21 02:43:14,ICICI Bank,Financial,3345.76,True,7967.29,Red,Critical
2025-02-28 17:14:41,Air India,Travel,1519.47,True,7488.84,Yellow,Discretionary
2025-06-07 19:47:52,ICICI Lombard,Insurance,1099.57,True,15496.01,Red,Critical
2025-05-20 16:34:31,BigBasket,Groceries,687.94,True,16018.01,Orange,Necessary
2025-11-06 08:01:05,Gas Company,Utilities,4325.91,True,19261.79,Red,Critical
2025-12-11 08:36:02,Gift Shop,Miscellaneous,1049.71,False,9172.35,Yellow,Discretionary
2025-10-27 13:40:52,BYJU,Education,513.42,True,9815.87,Orange,Necessary
2025-02-23 05:21:26,Khan Academy,Education,682.47,False,16407.5,Orange,Necessary
2025-01-19 14:05:20,SBI,Financial,1077.34,True,17973.66,Red,Critical
2025-01-01 21:55:34,DMart,Groceries,149.33,False,14339.51,Orange,Necessary
2025-09-13 20:28:48,Spotify,Subscriptions,528.64,False,9320.44,Yellow,Discretionary
2025-12-24 15:07:01,Gas Company,Utilities,1225.03,True,13283.77,Red,Critical
2025-02-17 07:53:58,Ajio,Shopping,1952.8,True,7309.57,Yellow,Discretionary
2025-05-30 16:45:17,Indian Oil,Fuel,931.88,False,13268.98,Orange,Necessary
2025-07-16 06:58:38,Ola,Travel,622.82,False,11224.14,Yellow,Discretionary
2025-09-17 08:52:00,HDFC Ergo,Insurance,1875.55,False,19983.53,Red,Critical
2025-09-08 04:28:34,Khan Academy,Education,420.19,False,10658.15,Orange,Necessary
2025-06-14 06:44:15,Apollo Hospital,Healthcare,854.88,False,9772.64,Orange,Necessary
2025-08-31 22:58:51,Fortis,Healthcare,1047.44,False,14780.29,Orange,Necessary
2025-03-19 15:02:08,Housing Loan Bank,Mortgage,4380.93,False,12889.27,Red,Critical
2025-08-22 00:46:09,Bharat Petroleum,Fuel,890.22,False,16722.88,Orange,Necessary
2025-05-16 10:39:44,AIIMS,Healthcare,166.37,False,15115.36,Orange,Necessary
2025-10-01 12:20:40,Coursera,Education,120.89,True,14467.42,Orange,Necessary
2025-05-28 07:47:05,HP Petrol Pump,Fuel,816.31,False,6507.61,Orange,Necessary
2025-03-27 22:19:57,Netflix,Entertainment,621.94,False,10376.95,Yellow,Discretionary
2025-08-09 04:15:33,Bharat Petroleum,Fuel,667.96,False,7626.04,Orange,Necessary
2025-11-09 12:39:43,Water Supply,Utilities,4278.85,True,11917.25,Red,Critical
2025-05-11 14:16:42,Sony Liv,Entertainment,1871.56,False,7369.63,Yellow,Discretionary
2025-08-15 11:37:19,Bharat Petroleum,Fuel,347.54,False,7988.25,Orange,Necessary
2025-07-16 15:06:15,AIIMS,Healthcare,405.79,False,15489.19,Orange,Necessary
2025-01-12 21:25:17,Netflix,Entertainment,1915.22,False,17492.58,Yellow,Discretionary
2025-05-27 07:38:51,Metro,Commuting,689.23,True,15166.47,Orange,Necessary
2025-12-04 21:53:08,Amazon,Shopping,644.7,False,13693.61,Yellow,Discretionary
2025-03-09 02:58:18,HDFC Home Loan,Mortgage,2227.95,True,16797.69,Red,Critical
2025-07-07 16:32:58,HDFC Bank,Financial,1763.93,True,12227.72,Red,Critical
2025-06-01 23:55:21,Ajio,Shopping,1789.14,False,19497.5,Yellow,Discretionary
2025-12-13 23:43:25,Metro,Commuting,732.71,False,13048.58,Orange,Necessary
2025-08-21 11:43:47,ICICI Bank,Financial,2275.98,False,10572.1,Red,Critical
2025-12-12 07:30:01,HDFC Home Loan,Mortgage,1365.45,True,17357.83,Red,Critical
2025-12-25 09:41:26,Flipkart,Shopping,125.62,False,19938.91,Yellow,Discretionary
2025-03-01 03:15:56,Indigo,Travel,966.48,False,16147.1,Yellow,Discretionary
2025-10-04 13:37:47,Indigo,Travel,1415.67,False,14234.78,Yellow,Discretionary
2025-05-24 01:44:23,Lakme,Personal_Care,868.75,False,10440.29,Yellow,Discretionary
2025-12-18 11:34:57,Metro,Commuting,429.9,False,6832.4,Orange,Necessary
2025-08-21 02:42:13,Netflix,Entertainment,1503.0,False,6888.86,Yellow,Discretionary
2025-10-17 06:04:53,Sephora,Personal_Care,1548.12,False,16615.53,Yellow,Discretionary
2025-11-02 00:17:54,Uber,Travel,1169.3,False,6648.9,Yellow,Discretionary
2025-01-14 04:00:22,Gas Company,Utilities,1829.47,True,5785.99,Red,Critical
2025-08-04 16:07:47,McDonalds,Dining,898.64,True,13904.99,Yellow,Discretionary
2025-08-20 16:14:39,Medium,Subscriptions,1693.06,True,12821.77,Yellow,Discretionary
2025-08-23 20:01:03,Khan Academy,Education,445.73,True,15686.02,Orange,Necessary
2025-08-16 02:57:05,HDFC Home Loan,Mortgage,1080.22,True,14364.76,Red,Critical
2025-10-27 17:45:20,AIIMS,Healthcare,572.15,False,14081.4,Orange,Necessary
2025-02-20 22:07:54,Lakme,Personal_Care,880.0,False,10083.97,Yellow,Discretionary
2025-08-21 12:26:46,Myntra,Shopping,911.32,False,10614.52,Yellow,Discretionary
2025-03-20 21:59:30,Zomato,Dining,1535.94,False,6448.47,Yellow,Discretionary
2025-07-10 04:35:03,HDFC Home Loan,Mortgage,1019.29,True,14980.11,Red,Critical
2025-08-05 23:03:18,ICICI Lombard,Insurance,967.63,False,7320.95,Red,Critical
2025-09-04 07:54:06,Bus Service,Commuting,453.43,False,13611.5,Orange,Necessary
2025-08-08 17:49:52,Hotstar,Entertainment,101.63,False,16436.14,Yellow,Discretionary
2025-06-23 11:00:11,Indigo,Travel,194.64,False,19577.15,Yellow,Discretionary
2025-02-16 23:33:13,Fortis,Healthcare,473.45,False,9674.56,Orange,Necessary
2025-06-16 18:38:05,Spotify,Subscriptions,365.36,False,15109.53,Yellow,Discretionary
2025-05-20 14:42:27,Coursera,Education,475.25,True,16324.15,Orange,Necessary
2025-02-28 11:27:07,HDFC Ergo,Insurance,3543.69,True,15006.99,Red,Critical
2025-01-24 07:25:38,Spotify,Subscriptions,488.59,True,16510.24,Yellow,Discretionary
2025-05-11 09:20:07,Sony Liv,Entertainment,1408.96,False,10703.11,Yellow,Discretionary
2025-12-27 07:32:35,Metro,Commuting,479.5,True,11543.29,Orange,Necessary
2025-08-24 02:55:20,Bharat Petroleum,Fuel,476.98,False,9342.73,Orange,Necessary
2025-07-27 00:20:10,Reliance Fresh,Groceries,851.36,False,17667.27,Orange,Necessary
2025-05-05 13:37:25,McDonalds,Dining,1833.43,False,8323.58,Yellow,Discretionary
2025-03-28 02:32:40,Flipkart,Shopping,1761.83,True,15910.69,Yellow,Discretionary
2025-11-27 04:15:06,Air India,Travel,443.58,False,16403.23,Yellow,Discretionary
2025-12-02 02:11:49,Khan Academy,Education,819.49,True,11733.58,Orange,Necessary
2025-10-17 20:40:39,HDFC Home Loan,Mortgage,1899.47,True,12033.82,Red,Critical
2025-11-20 09:50:17,Youtube Premium,Subscriptions,999.9,True,11778.71,Yellow,Discretionary
2025-01-30 11:53:18,Zomato,Dining,1251.04,False,11940.67,Yellow,Discretionary
2025-10-11 23:57:02,Reliance Fresh,Groceries,662.14,False,12134.44,Orange,Necessary
2025-03-19 01:28:06,HDFC Home Loan,Mortgage,905.18,True,5587.13,Red,Critical
2025-12-29 14:28:33,Gift Shop,Miscellaneous,743.32,False,11131.54,Yellow,Discretionary
2025-06-23 21:38:03,Housing Loan Bank,Mortgage,2006.61,True,10798.46,Red,Critical
2025-05-10 23:54:42,Air India,Travel,215.77,False,18751.2,Yellow,Discretionary
2025-06-08 20:44:42,Apollo Hospital,Healthcare,691.21,False,9643.73,Orange,Necessary
2025-07-12 20:50:21,Ola,Travel,1289.69,False,10427.42,Yellow,Discretionary
2025-07-05 09:11:13,ICICI Home Loan,Mortgage,1500.42,True,7324.18,Red,Critical
2025-06-01 03:32:49,Medium,Subscriptions,744.33,False,6965.74,Yellow,Discretionary
2025-07-12 04:10:11,Stationery Hub,Miscellaneous,887.35,False,15145.44,Yellow,Discretionary
2025-05-02 14:39:18,BigBasket,Groceries,558.49,False,17129.36,Orange,Necessary
2025-08-29 06:23:43,DMart,Groceries,836.57,False,12543.6,Orange,Necessary
2025-08-03 05:52:12,Air India,Travel,151.16,False,10568.18,Yellow,Discretionary
2025-02-22 22:54:33,Myntra,Shopping,199.05,False,11739.79,Yellow,Discretionary
2025-09-20 04:53:27,Swiggy,Dining,1768.93,False,18957.08,Yellow,Discretionary
2025-08-01 01:25:32,Metro,Commuting,410.1,False,8368.08,Orange,Necessary
2025-06-13 03:53:45,Housing Loan Bank,Mortgage,1071.5,True,17446.42,Red,Critical
2025-12-23 04:48:45,Khan Academy,Education,706.88,False,5285.06,Orange,Necessary
2025-04-21 04:35:46,HP Petrol Pump,Fuel,756.66,False,6827.73,Orange,Necessary
2025-05-03 13:40:50,BigBasket,Groceries,215.96,False,13951.09,Orange,Necessary
2025-01-09 20:32:36,Gas Company,Utilities,1129.88,True,14222.14,Red,Critical
2025-05-04 18:26:11,Dominos,Dining,182.92,False,12609.92,Yellow,Discretionary
2025-09-17 17:01:24,BYJU,Education,736.76,False,8804.75,Orange,Necessary
2025-01-09 11:50:04,Metro,Commuting,779.14,False,16572.52,Orange,Necessary
2025-06-20 04:02:22,HDFC Home Loan,Mortgage,1359.8,False,11969.34,Red,Critical
2025-12-23 15:40:11,Ola,Travel,1574.61,False,5554.76,Yellow,Discretionary
2025-04-14 01:50:12,Youtube Premium,Subscriptions,1875.82,True,19836.84,Yellow,Discretionary
2025-10-06 15:16:02,Beardo,Personal_Care,788.01,True,17986.97,Yellow,Discretionary
2025-06-19 08:07:51,Local Train,Commuting,944.36,False,18419.56,Orange,Necessary
2025-07-17 10:11:31,Khan Academy,Education,935.47,False,17017.22,Orange,Necessary
2025-08-06 02:27:38,Stationery Hub,Miscellaneous,573.34,False,9918.8,Yellow,Discretionary
2025-06-01 09:28:38,HP Petrol Pump,Fuel,699.39,True,5635.33,Orange,Necessary
2025-06-30 19:27:17,Spotify,Subscriptions,1333.32,True,12696.29,Yellow,Discretionary
2025-12-14 05:01:09,BigBasket,Groceries,202.33,False,14677.44,Orange,Necessary
2025-07-05 12:36:02,Indigo,Travel,1851.57,True,16446.27,Yellow,Discretionary
2025-10-21 04:33:23,Fortis,Healthcare,650.32,False,6701.73,Orange,Necessary
2025-04-06 15:33:24,Myntra,Shopping,1624.89,False,8218.56,Yellow,Discretionary
2025-11-10 09:44:58,BYJU,Education,225.21,True,11780.64,Orange,Necessary
2025-08-16 02:51:43,HDFC Home Loan,Mortgage,1883.87,True,13132.57,Red,Critical
2025-06-03 05:45:45,Gift Shop,Miscellaneous,963.16,False,8014.71,Yellow,Discretionary
2025-03-13 07:50:31,Hotstar,Entertainment,1100.71,False,17054.93,Yellow,Discretionary
2025-10-10 04:39:56,Zomato,Dining,718.38,False,15783.04,Yellow,Discretionary
2025-09-27 13:49:26,Swiggy,Dining,2001.54,False,11749.62,Yellow,Discretionary
2025-12-15 16:22:08,Bookstore,Miscellaneous,967.01,False,5831.19,Yellow,Discretionary
2025-03-05 16:09:19,Bookstore,Miscellaneous,707.63,False,10190.35,Yellow,Discretionary
2025-09-23 09:54:05,HDFC Bank,Financial,3391.9,False,6877.55,Red,Critical
2025-06-05 19:34:05,Stationery Hub,Miscellaneous,1755.68,False,14880.99,Yellow,Discretionary
2025-11-06 10:53:59,Spotify,Subscriptions,227.07,True,16565.34,Yellow,Discretionary
2025-05-16 20:13:49,Bharat Petroleum,Fuel,674.83,True,14407.46,Orange,Necessary
2025-05-29 20:19:30,Gas Company,Utilities,2305.8,True,15329.2,Red,Critical
2025-03-22 14:26:30,BigBasket,Groceries,377.22,False,17922.28,Orange,Necessary
2025-06-13 23:55:22,Apollo Hospital,Healthcare,786.95,False,6592.76,Orange,Necessary
2025-05-04 14:07:17,BigBasket,Groceries,206.41,False,19180.77,Orange,Necessary
2025-11-12 13:15:55,Gift Shop,Miscellaneous,1953.56,False,7847.51,Yellow,Discretionary
2025-03-23 15:32:29,Khan Academy,Education,502.73,False,10898.63,Orange,Necessary
2025-08-23 07:13:37,Metro,Commuting,145.34,False,18235.09,Orange,Necessary
2025-12-01 21:30:18,Netflix,Entertainment,958.41,False,15912.62,Yellow,Discretionary
2025-07-26 11:02:25,Medium,Subscriptions,1114.04,True,9329.03,Yellow,Discretionary
2025-07-17 16:28:48,ICICI Bank,Financial,3290.25,True,19626.24,Red,Critical
2025-07-21 11:50:21,Metro,Commuting,279.66,False,12501.17,Orange,Necessary
2025-01-24 01:08:45,ICICI Home Loan,Mortgage,2637.81,True,18396.98,Red,Critical
2025-03-13 10:59:39,Housing Loan Bank,Mortgage,2321.15,False,17639.03,Red,Critical
2025-10-31 10:32:53,Coursera,Education,603.58,True,5249.55,Orange,Necessary
2025-06-19 21:07:26,HDFC Ergo,Insurance,4538.83,True,13953.64,Red,Critical
2025-05-16 20:50:49,Gas Company,Utilities,728.24,True,12863.48,Red,Critical
2025-11-14 12:09:52,Electricity Board,Utilities,3199.95,True,7861.76,Red,Critical
2025-08-14 10:26:09,Bharat Petroleum,Fuel,283.6,False,14172.17,Orange,Necessary
2025-08-30 23:46:03,Uber,Travel,1257.67,False,12175.56,Yellow,Discretionary
2025-07-12 10:11:29,HDFC Home Loan,Mortgage,2208.22,False,15813.87,Red,Critical
2025-11-26 22:16:39,BYJU,Education,919.1,True,9477.49,Orange,Necessary
2025-06-02 09:45:13,Khan Academy,Education,538.25,True,19017.28,Orange,Necessary
2025-05-21 09:07:36,Fortis,Healthcare,912.6,False,17069.24,Orange,Necessary
2025-05-29 01:18:45,Dominos,Dining,1909.59,False,16210.08,Yellow,Discretionary
2025-04-20 06:52:34,ICICI Bank,Financial,3369.23,False,14235.16,Red,Critical
2025-10-28 07:15:03,Gas Company,Utilities,1424.0,False,9954.4,Red,Critical
2025-08-30 03:43:49,Ola,Travel,2115.36,False,7369.12,Yellow,Discretionary
2025-12-01 15:30:41,Beardo,Personal_Care,696.01,False,18619.05,Yellow,Discretionary
2025-02-15 20:36:14,Spotify,Subscriptions,923.28,True,19008.84,Yellow,Discretionary
2025-01-19 12:50:31,Stationery Hub,Miscellaneous,2090.28,False,18151.15,Yellow,Discretionary
2025-01-05 09:36:38,Myntra,Shopping,664.07,False,13149.51,Yellow,Discretionary
2025-09-10 04:54:32,DMart,Groceries,252.34,False,7437.41,Orange,Necessary
2025-08-23 20:16:45,Bookstore,Miscellaneous,1572.84,False,13516.72,Yellow,Discretionary
2025-04-09 05:39:54,Fortis,Healthcare,517.15,False,15038.84,Orange,Necessary
2025-04-05 04:30:20,Electricity Board,Utilities,1585.01,True,16306.35,Red,Critical
2025-06-18 09:37:46,Hotstar,Entertainment,1375.75,False,5931.86,Yellow,Discretionary
2025-03-02 14:19:10,AIIMS,Healthcare,595.91,True,15553.36,Orange,Necessary
2025-06-09 22:07:40,ICICI Lombard,Insurance,3082.36,True,7003.53,Red,Critical
2025-03-20 14:47:38,Local Train,Commuting,792.16,False,16360.26,Orange,Necessary
2025-12-07 06:48:15,McDonalds,Dining,1050.09,False,18758.67,Yellow,Discretionary
2025-02-27 01:53:35,Sephora,Personal_Care,397.14,False,11627.61,Yellow,Discretionary
2025-12-15 06:45:37,BYJU,Education,899.09,False,5834.54,Orange,Necessary
2025-03-09 16:26:29,Medium,Subscriptions,1010.05,False,15849.2,Yellow,Discretionary
2025-07-22 08:52:00,Nykaa,Personal_Care,134.02,False,5956.4,Yellow,Discretionary
2025-01-31 02:59:30,Youtube Premium,Subscriptions,892.87,False,16487.42,Yellow,Discretionary
2025-11-27 13:23:57,Fortis,Healthcare,954.47,False,10634.68,Orange,Necessary
2025-12-16 21:55:34,Air India,Travel,309.06,False,10895.88,Yellow,Discretionary
2025-03-07 23:14:53,Netflix,Entertainment,1943.57,False,15786.41,Yellow,Discretionary
2025-08-06 17:24:52,Electricity Board,Utilities,2395.35,False,7827.21,Red,Critical
2025-02-27 01:51:42,Bharat Petroleum,Fuel,850.04,False,5234.69,Orange,Necessary
2025-04-16 02:06:38,Youtube Premium,Subscriptions,1265.11,False,5730.14,Yellow,Discretionary
2025-01-23 12:28:14,Nykaa,Personal_Care,355.16,False,8512.42,Yellow,Discretionary
2025-10-22 10:36:38,Housing Loan Bank,Mortgage,1725.38,True,14903.19,Red,Critical
2025-04-24 13:19:17,Medium,Subscriptions,2043.87,False,18673.66,Yellow,Discretionary
2025-11-17 21:27:35,BYJU,Education,1061.17,True,15070.14,Orange,Necessary
2025-09-26 10:44:26,HP Petrol Pump,Fuel,346.51,False,13068.92,Orange,Necessary
2025-05-04 07:19:54,Indigo,Travel,1856.63,False,19516.79,Yellow,Discretionary
2025-10-13 16:08:24,Water Supply,Utilities,1456.54,False,18833.39,Red,Critical
2025-07-09 02:34:46,Nykaa,Personal_Care,593.42,False,14043.83,Yellow,Discretionary
2025-02-07 06:51:48,Lakme,Personal_Care,494.56,False,9547.82,Yellow,Discretionary
2025-01-08 06:59:12,Ajio,Shopping,1904.88,True,15556.53,Yellow,Discretionary
2025-07-23 07:35:20,ICICI Lombard,Insurance,2675.41,True,9626.33,Red,Critical
2025-07-04 16:56:31,BigBasket,Groceries,859.12,True,16424.43,Orange,Necessary
2025-06-13 06:23:20,HP Petrol Pump,Fuel,572.47,False,7188.84,Orange,Necessary
2025-05-14 17:59:37,Indian Oil,Fuel,229.1,False,10697.6,Orange,Necessary
2025-05-06 15:35:41,ICICI Home Loan,Mortgage,3926.16,True,15853.37,Red,Critical
2025-09-09 14:10:46,Metro,Commuting,228.06,False,7760.72,Orange,Necessary
2025-10-05 20:03:33,Spotify,Subscriptions,1956.81,True,16465.08,Yellow,Discretionary
2025-07-31 04:53:40,Electricity Board,Utilities,3320.77,True,12585.99,Red,Critical
2025-07-11 01:39:40,Coursera,Education,485.88,False,13274.65,Orange,Necessary
2025-01-07 00:33:46,ICICI Bank,Financial,4425.59,True,17197.36,Red,Critical
2025-12-12 13:51:58,Bookstore,Miscellaneous,1849.17,False,8614.53,Yellow,Discretionary
2025-11-14 16:16:52,Local Train,Commuting,746.78,False,19389.47,Orange,Necessary
2025-08-24 18:15:44,Water Supply,Utilities,3827.14,False,14806.04,Red,Critical
2025-11-29 01:05:25,Fortis,Healthcare,544.39,False,5141.75,Orange,Necessary
2025-03-29 02:31:54,Bharat Petroleum,Fuel,816.56,False,17869.4,Orange,Necessary
2025-02-18 16:58:02,Electricity Board,Utilities,4730.93,True,13501.76,Red,Critical
2025-05-19 01:59:04,ICICI Bank,Financial,2752.19,True,18931.5,Red,Critical
2025-06-11 00:13:37,Indigo,Travel,1786.59,False,13459.37,Yellow,Discretionary
2025-10-18 12:43:57,ICICI Home Loan,Mortgage,3619.38,True,19827.17,Red,Critical
2025-02-10 16:47:22,Spotify,Subscriptions,963.44,True,10108.89,Yellow,Discretionary
2025-11-11 19:25:49,Housing Loan Bank,Mortgage,3543.73,False,11758.25,Red,Critical
